ticker,name
sz.002500,山西证券
sz.002508,老板电器
sz.002517,恺英网络
sz.002568,百润股份
sz.002583,海能达
sz.002601,龙佰集团
sz.002603,以岭药业
sz.002608,江苏国信
sz.002624,完美世界
sz.002670,国盛证券
sz.002673,西部证券
sz.002683,广东宏大
sz.002738,中矿资源
sz.002739,儒意电影
sz.002756,永兴材料
sz.002773,康弘药业
sz.002797,第一创业
sz.002812,恩捷股份
sz.002821,凯莱英
sz.002831,裕同科技
sz.002841,视源股份
sz.002850,科达利
sz.002851,麦格米特
sz.002926,华西证券
sz.002939,长城证券
sz.002945,华林证券
sz.002966,苏州银行
sz.002984,森麒麟
sz.003021,兆威机电
sz.003022,联泓新科
sz.003031,中瓷电子
sz.003035,南网能源
sz.300001,特锐德
sz.300002,神州泰岳
sz.300003,乐普医疗
sz.300012,华测检测
sz.300017,网宿科技
sz.300024,机器人
sz.300037,新宙邦
sz.300054,鼎龙股份
sz.300058,蓝色光标
sz.300073,当升科技
sz.300100,双林股份
sz.300115,长盈精密
sz.300136,信维通信
sz.300140,节能环境
sz.300142,沃森生物
sz.300144,宋城演艺
sz.300146,汤臣倍健
sz.300207,欣旺达
sz.300223,北京君正
sz.300285,国瓷材料
sz.300339,润和软件
sz.300346,南大光电
sz.300373,扬杰科技
sz.300383,光环新网
sz.300390,天华新能
sz.300395,菲利华
sz.300432,富临精工
sz.300454,深信服
sz.300458,全志科技
sz.300474,景嘉微
sz.300475,香农芯创
sz.300487,蓝晓科技
sz.300496,中科创达
sz.300548,长芯博创
sz.300558,贝达药业
sz.300567,精测电子
sz.300570,太辰光
sz.300604,长川科技
sz.300620,光库科技
sz.300623,捷捷微电
sz.300627,华测导航
sz.300666,江丰电子
sz.300676,华大基因
sz.300677,英科医疗
sz.300679,电连技术
sz.300699,光威复材
sz.300718,长盛轴承
sz.300724,捷佳伟创
sz.300735,光弘科技
sz.300748,金力永磁
sz.300751,迈为股份
sz.300757,罗博特科
sz.300759,康龙化成
sz.300763,锦浪科技
sz.300857,协创数据
sz.300888,稳健医疗
sz.300919,中伟新材
sz.300953,震裕科技
sz.300957,贝泰妮
sz.300972,万辰集团
sz.301200,大族数控
sz.301301,川宁生物
sz.301358,湖南裕能
sz.301377,鼎泰高科
sz.301498,乖宝宠物
sz.301526,国际复材
sz.301536,星宸科技
sz.301606,绿联科技
sz.301611,珂玛科技
